,short_description,label
753,बूम पाय मूल हेडलाइन फ़ोटोशॉप किय गय नकल बन गय ,0
399,बूम पाय विवादित सीम देख सक मैप भारत के देख जाए ,0
428,बीबीस ख़ास बातचीत जम्मू-कश्मीर पूर्व मुख्यमंत्र महबूब मुफ़् डीडीस चुनाव ले अनुच्छेद 370 अप बात रख ,1
409,बूम जांच साम आय वायरल वीडिय पाकिस्तान 2015 घट इसक शाहीन बाग़ हालिय ,0
251,बूम पाय वीडिय अमेरिक कांग्रेस सदस्य तुलस गैबार्ड जन्माष्टम के दिन भगवत गी महत्व बत शेयर किय ,0
752,बीएआरस टीव चैनल टीआरप निलंबित कार्टून ,1
626,बूम पाय प्लेकार्ड तस्वीर शब्द बदल ,0
287,स्वास्थ्य मंत्र हर्षवर्धन उम्मीद जत जनवर टीकाकरण शुर सक छह टीक अभ क्लीनिकल ट्रायल चल रह ,1
252,पार्ट आरोप इमरान मदद सत् हासिल ,1
706,बिहार चुनाव प्रचार के प्रधानमंत्र नरेंद्र मोद कांग्रेस राहुल गांध लगातार रैल रह ,1
565,बूम पाय वुहान निवासीय डॉ ली वेनलिआंग याद सीट बज ,0
457,बूम पाय सिंध सरकार क्वारंटाइन फैसिलिट ईरान पाकिस्तान आन वाल भक्त के बन सुक्कुर ,0
181,बूम पीड़ि के परिवारजन बात कह वायरल तस्वीर दिख रह लड़क नह पहचान ,0
435,बूम पाय होंज ऐस बयान नह दिय जबक सबूत के मुताबिक़ सार्स-सीओवी-2 प्राकृतिक वायरस ,0
445,बूम मुंबई के मनोचिकित्सक डॉ सागर मुंदड़ बात के जान कोशिश कोरोनावायरस लॉकडाउन असर लोग के ,0
209,तस्वीर दाव के वायरल इसम दिख रह शख्स अंडरवर्ल्ड डॉन सलेम ,0
687,आर्टिकल 370 हट कोरो वायरस लॉकडाउन के कश्मीर सेब उद्योग दोबार खड़ तैयार ,1
472,बूम पत लग वीडिय नवंबर 2015 योग आदित्यनाथ असहिष्णु के ख़िलाफ बोल के शाहरुख खान ,0
361,बूम पाय वायरल तस्वीर एडिट गय असल तस्वीर 2016 वॉशिंगटन विरोध के ली गय ,0
108,बूम पाय वीडिय 2019 प्रयागराज संपन्न कुंभ मेल के शाह स्नान के नाग साध ,0
346,हालांक लोग दिल्ल सीम प्रदर्शन वाल किसान के शामिल नह ,1
571,वायरल लेख उत्पत्त संदिग्ध वेबसाइट ab-tccom वेबसाइट पहल चकम दे वाल ग़लत सूच प्रकाशित ,0
710,बूम पाय वीडिय उत्तर पूर्व ब्राज़ील जह दंपत चल बस यात्र लूट कोशिश के आरोप ,0
17,पूर दुनिय भर फैल बीबीस के दर्शक पाठक श्रो बीबीस भारतीय भाष के प्लेटफॉर्म बीबीस स्पोर्ट वेबसाइट चु खिलाड़ के पक्ष वोटिंग वोटिंग के आधार जीत वाल खिलाड़ के नाम ऐलान 8 मार्च किय जाएग ,1
634,जयपुर जन्म प्रतीक कुहाड़ कंसल्टेंट बनते-बन गायक बन ,1
61,इलाहाबाद हाईकोर्ट के ताज़ फ़ैसल के स्पेशल मैरिज ऐक्ट के शाद वाल जोड़ सार्वजनिक नोटिस बाध नह गुज़र होग ,1
412,केवल 6 फ़ीसद किसान एमसएसप दर अप उपज बेच पा पंजाब वाल 85 प्रतिशत गेहूँ-चावल हरियाण के क़रीब 75 प्रतिशत गेहूँ-चावल एमएसप ख़रीद ,1
471,कभ दिल्ल गल तांग चल वाल महाशय धर्मपाल गुलाट एमडीएच कंप 1500 करोड़ रूपए साम्राज्य खड़ किय ,1
239,फ़र्ज़ इंटरव्य कह गय आमिर खान कह उनक बच्च इस्लाम पालन ,0
707,हर रंग के लोग के शिवसे के उद्धव ठाकर एडिटेड तस्वीर संजय राउत के पैरोड अकाउंट ट्वीट ,0
140,कोरो वैक्सीन तैयार कार्टून ,1
634,मोबाइल वीडिय गेम के वीडिय फुटेज़ सुलेमा अमेरिक ड्रोन हमल बत ग़लत तरीक शेयर किय रह ,0
504,बूम दंपत्त के परिवार बात टाइम्स ऑफ इंडिय के दाव आपत्त व्यक्त कह महिल बैंगलोर ,0
397,बूम पड़ताल पत चल वीडिय आसनसोल स्टेशन जह प्रवास परोस बास खा फ़ेंक ,0
198,बूम पाय वायरल तस्वीर 2017 राजस्थान के सी किसान प्रदर्शन ,0
314,बूम राजस्थान पुलिस बात पाय दरगाह अभ रैल कोरोनावायरस के बार जागरूक फ़ैल के ,0
318,बयान कह प्रधानमंत्र जह मरीज़ मिल वो ट्रेनिंग हॉल ट्रीटमेंट सेंटर बन ,0
495,वायरल पोस्ट झूठ दाव किय गय सचिन तेंदुल कोरोनावायरस के प्रकोप के कारण मांस बिक्र बैन लग के ,0
561,बूम पाय वायरल दाव निराधार ग़लत भारतीय संविधान अनुच्छेद 30A मौजूद नह ,0
8,दाव कोविड-19 के टीक लिंग लग वायरस जल्द राहत मिल ,0
504,विराट कोहल रोहित शर्म के ऑस्ट्रेलिय मौजूद ना बयान दिय ,1
208,भारत ऑस्ट्रेलिय के खेल रह दूसर टेस्ट मैच के चौथ दिन खेल शुर गय मैच मेलबर्न क्रिकेट ग्राउंड खेल रह ,1
209,आख़िर ऐस क्य कृष पंजाब उत्तर प्रदेश अधिक भागीदार वाल राज्य बिहार किसान नह क्य कृष सब बढ़िय चल रह ,1
351,वायरल वीडिय झाँस उत्तर प्रदेश के पार्क जिम उपकरण अप काम नज़र आ रह ,0
602,बूम पाय वीडिय 2015 इंदौर पुलिस द्वार अपराध पिट उत्तर प्रदेश सीएए प्रदर्शन ,0
291,कृष कानून के विरोध किसान दिल्ल सीम डट मोद सरकार कानून वापस ले मांग नह मान रह ,1
621,चिराग पासवान के साम बड़ चुनौ तेज़ बदल ज़मी परिस्थित ध्यान रख अप पि छोड़ राजनीतिक पूँज आग बढ़ ,1
666,उपभोक् मामल के मंत्रालय के जार आँकड़ के अनुसार प्याज़ के औसत थोक दाम 108 फ़ीसद बढ़त दर्ज के अख़बार बड़ सुर्ख़ ,1
524,उदारवाद छव वाल देश के बड़ इस्लामिक स्कॉलर कल्ब सादिक़ लंब बीमार चल रह मही 17 तारीख़ उन्ह लखनऊ के अस्पताल भर् गय जह उन्ह वेंटीलेटर सपोर्ट रख गय ,1
341,बिहार पिछल मही संपन्न विधानसभ चुनाव एनडीए सत् आन बिहार मुफ़्त कोरो वैक्सीन लग वाद किय ,1
127,बात कारोबार अमेरिक लगातार दूसर वित्त वर्ष भारत सबस बड़ व्यापारिक भागीदार बन रह ,1
174,असम नागरिक संशोधन क़ानून ले विरोध-प्रदर्शन शुर पिछल साल 11 दिसंबर क़ानून संसद पारित किय गय ,1
483,बूम पत लग वायरल तस्वीर दिख रह बच्च अनेनसेफ़ैल नामक बर्थ डिफ़ेक्ट के पैद इसक काल जाद ,0
92,प्रधानमंत्र नरेंद्र मोद कोरो के टीकाकरण के बार मुख्यमंत्र बातचीत के बात कह ,1
0,भारत ऑस्ट्रेलिय टेस्ट सिरीज़ ऐतिहासिक जीत दर्ज चौथ निर्णायक मैच नौजवान गेंदबाज़ मोहम्मद सिराज अहम भूमिक निभ ,1
526,पिछल दिन अचानक कोरो संक्रमण के मामल इज़ाफ़ देख रह ,1
735,बूम माधव नेशनल पार्क के रेंज अधिकार एलप आर्य संपर्क किय अफ़वाह ख़ारिज किय ,0
270,भारत 23 दिसंबर दिन किसान दिवस के रूप मन भारत के पाँचव प्रधानमंत्र चौधर चरण सिंह जयं विशेष लेख ,1
64,औरंगाबाद सिट औरंगाबाद ज़िल नय नाम रख बहस जब-तब उठ खड़ ,1
317,उत्तर प्रदेश के गोरखपुर सामूहिक विवाह कार्यक्रम मां बेट अपने-अप जीवनसाथ चु ,1
557,भारतीय मंगलवार ऑनलाइन मीडिय रिपोर्ट्स खारिज किय जिनम दाव किय गय चीन पीपल्स लिबरेशन आर्म लद्दाख माइक्रोवेव हथियार इस्तेमाल किय ,1
53,सुमित्र नायक भारत राष्ट्रीय महिल रग्ब टीम जगह बन के ग़रीब घरेल हिंस समेत चुनौत साम किय ,1
151,बूम पाय वायरल पोस्ट दाव फ़र्ज़ शाह इमाम अहमद बुख़ार वायरल दाव बकवास क़रार दिय ,0
644,बूम आपक ऐस पांच उदाहरण ले आय जैस दिख वाल तस्वीर इस्तेमाल ग़लत सूच फैल के लिय किय गय ,0
741,बीएआरस टीव चैनल टीआरप निलंबित कार्टून ,1
266,बूम पाय अकाउंट तस्वीर वायरल जॉनसन नह बल्क़ फ़र्ज़ हैंडल असल तस्वीर राम मूर्त ,0
208,बूम पाय वायरल रह दाव फ़र्ज़ क्योंक हाल ऐस घट नह ,0
130,जस्टिस खन् अप विरोध फ़ैसल कह निर्णय ले प्रक्रिय जन हिस्सेदार मशी प्रक्रिय औपचारिक भर नह सक ,1
135,बूम पाय तस्वीर पुरा कराच वर्तमान स्थित नह दिख ,0
440,हिंद अख़बार दैनिक जागरण अप्रैल 24 समाजवाद पार्ट अध्यक्ष अखिलेश यादव तस्वीर गलत लेख के छाप दी ,0
156,104 पूर्व नौकरशाह यूप के मुख्यमंत्र संबोधित धर्मांतरण अध्यादेश के विरोध पत्र लिख बीजेप कह योग आदित्यनाथ आग अंदाज़ काम रह ,1
173,बूम पाय वायरल तस्वीर काश प्रांत बीजेप युव मोर्च के उपाध्यक्ष श्याम प्रकाश द्विवेद अलग ,0
170,चीन कोरो वायरस के नए वैरिएंट पहल मामल साम आय ऐस दाव किय रह कोरो वायरस नय वैरिएंट पहल तुल 40-70 फ़ीसद अधिक तेज़ फैल वाल ,1
489,बूम पाय भारतीय दाव ग़लत बत दाव के इस्तेमाल तस्वीर पुरा भारत ,0
444,कमल हैरिस सार्वजनिक तौर किसान आंदोलन के समर्थन नह कह उनक नाम कैस आय ,1
121,बूम पाय वायरल पोस्ट दाव फ़र्ज़ स्क्रीनशॉट एडिट किय गय राण अय्यूब ऐस बयान नह दिय ,0
691,शार्ल एब्द के ताज़ कार्टून आख़िर ऐस क्य ले तुर्क कड़ आपत्त जत भारत फ़्रांसीस राष्ट्रपत समर्थन किय ,1
72,सोशल मीडिय यूज़र तस्वीर हैदराबाद नगर निगम चुनाव जोड़ शेयर रह ,0
625,बूम पाय प्लेकार्ड तस्वीर शब्द बदल ,0
630,अमेरिक के राष्ट्रपत उप-राष्ट्रपत चु बाइडन कमल हैरिस देश के बध दे रह ,1
545,बूम पाय बयान पहल नेटिज़न्स द्वार शेयर किय गय ,0
677,चीन बत पहाड़ तैनात अप जवान के क्य व्यवस्थ पढ़ के अख़बार प्रमुख सुर्ख़ ,1
692,दिल्ल वेतन ले निगम के सफ़ कर्मचार हड़ताल चल दिल्ल कूड़ के ढेर तब्दील जाएग ,1
372,केंद्र सरकार ओर पारित तीन नए कृष क़ानून किसान दिन विरोध रह ,1
715,बूम पाय तस्वीर 2005 ली गय जिसम लेबनन देश अशुर मुहर्रम भाग ले महिल दिख ,0
93,शास्त्र के शव दिल्ल ला के ताशकंद हवाईअड्ड ले जाय रह रास् हर सोवियत भारतीय पाकिस्ता झंड झुक ,1
82,पाकिस्तान के ताक़तवर तस् कैस आज़ाद के स्मगलिंग के धंध भारत के एकाधिकार ख़त्म किय सेठ आबिद दिलचस्प ,1
394,बूम एम्स दिल्ल के पैथोलॉज विभाग के वरिष्ठ प्रॉफ़ेसर बात ऐस लिस्ट के जार किय ,0
550,वायरल फ़ोट दिख वाल महिल नाम शकील बेगम ,0
24,भारत कोरो टीकाकरण शुर तीन दिन चुक भारत सरकार के स्वास्थ्य मंत्रालय के मुताबिक़ 3 लाख 81 हज़ार ज़्याद लोग कोरो टीक लग चुक ,1
754,तेलंग आंध्र प्रदेश केरल कर्नाटक ओडिश महाराष्ट्र बुधवार मूसलाधार बारिश जनजीवन अस्त व्यस्त गय कम-से-कम 30 लोग मौत चुक ,1
302,पाकिस्तान के विदेश मंत्र शाह महमूद क़ुरैश कह पाकिस्तान ख़ुफ़िय सूत्र पत चल भारत उसक ख़िलाफ़ सर्जिकल स्ट्राइक योज बन रह ,1
695,भारत अमरीक के बेसिक एक्‍सचेंज ऐंड कोऑपरेशन एग्रीमेंट BECA समेत अहम समझौ ,1
106,वायरल तस्वीर के दाव किय रह बिहार चुनाव हार के राष्ट्रीय जन दल के दफ़्तर मिठ फेंक ,0
476,कोरो महामार के ब्रेस्ट कैंसर इलाज प्रभावित लाख लोग ज़रूर स्क्रीनिंग छोड़ ,1
262,खेल के किस्स सौरभ गांगुल के जीवन जुड़ किस्स सु रह रेहान फ़ज़ल ,1
724,बूम पाय खान के जन्मदिन के दिन लाइट शो के बार लेख परन्त उसम पैस उधार बात नह ,0
249,सरकार कह रह नए कानून किसान आय बढ़ पढ़िय पिछल साल सरकार के उठ कदम कित असर ,1
503,उत्पत्त रेड्डिट फोरम आर/नोस्लीप कह जह डराव किस्स कहान शेयर ,0
299,भारत कोरो संक्रमण पहल मामल साल के जनवर मही आय ,1
661,बूम पाय प्रशासन के सदस्य मौक मौजूद डिटेंशन सेंटर के बार बात ,0
345,चीन चांग ई-5 चंद्रम सतह क़रीब किलोग्राम पत्थर मिट्ट के नमू ले धर लौट ,1
254,सरकार किसान के दौर बातचीत तमाम कोशिश बेनतीज रह ,1
219,बूम पाय @ThackerayOffic फ़र्ज़ हैंडल राज ठाकर के नाम बन गय ,0
348,पिंक के पत जेठ हिरासत रख गय हालात गर्भपात के आरोप लग काफ़ संगीन ,1
394,कृष क़ानून बट खे वाल किसान महिल क्य नुक़सान सक ,1
293,बूम पाय वायरल लेटर दरअसल सुब्रमण्यम स्वाम द्वार प्रधानमंत्र नरेंद्र मोद मामल सीबीआई जांच मांग ,0
204,बूम पाय वायरल स्क्रीनशॉट फ़ेक उत्तर प्रदेश सरकार के अधिकार इसक पुष्ट नह ,0
611,243 सदस्य विधानसभ 75 सीट के राष्ट्रीय जन दल सबस बड़ पार्ट बन उभर आरजेड के 74 सीट के भाजप दूसर सबस बड़ पार्ट ,1
717,बूम शंभव सिद्ध संपर्क किय मास्टर डिग्र छात्र जेएनय पढ़ रह वायरल फ़ेसबुक पोस्ट ,0
274,उत्तराखंड राजनीत नज़र रख वाल जानकार मान आम आदम पार्ट के आन राजनीत के समीकरण बदल सक ,1
183,मामल भारत के जाने-म मानवाधिकार कार्यकर् बुद्धिजीव जेल पुलिस इन्ह जेल चश्म स्ट्रॉ दे इनकार रह जान क्य ,1
309,बूम पाय सार पायलट ट्विटर मौजूद नह उनक नाम फ़र्ज़ ट्वीट्स न्यूज़ रिपोर्ट्स लिख गय ,0
387,पूर देश न्यूनतम समर्थन मूल्य धान ख़रीद के छत्तीसगढ़ सबस अधिक भुगतान राज्य सरकार किसान प्रत एकड़ 15 क्विंटल धान ख़रीद ,1
571,पढ़ क्य ख़ास छप दिल्ल प्रकाशित वाल के अख़बार ,1
238,बूम पाय पीड़ित आरोप दोन मुस्लिम घट बांग्लादेश ,0
15,गुजरात के सूरत कोसाम्ब के पास दर्दनाक हादस सड़क के नज़दीक रह मज़दूर के ट्रक गुज़र गय ,1
186,बूम पाय घट आंध्र प्रदेश के प्रकाशम ज़िल लड़क के उसक एक्स बॉयफ्रेंड बदतमीज़ ,0
678,बूम दारुल उलूम के वाईस चांसलर बत दाव फ़र्ज़ जिसक दारुल उलूम सम्बन्ध नह ,0
113,बूम ऐस प्रमाण नह मिल डेनमार्क मुसलमान के मतदान के अधिकार रद्द पुष्ट ,0
598,बिहार चुनाव के नतीज घोषण के नीतीश कुमार तेजस्व यादव ख़ामोश अख़्तियार ली दोन नतीज के दिन मीडिय के साम आए ,1
116,बर्ड फ्ल के मामल कार्टून ,1
267,इसम सुनानेवाल पहचान ज़ाहिर नह ,1
420,वीडिय दरअसल फ़रवर 3 रिकॉर्ड किय गय कपूर दिल्ल के हॉस्पिटल इलाज के भर् ,0
69,औरंगाबाद सिट औरंगाबाद ज़िल नय नाम रख बहस जब-तब उठ खड़ ,1
55,तीन कमेट अध्यक्ष भारत मिल उनम तालिबान सेंक्शन काउंटर टेररिज़्म लीबिय सेंक्शन कमेट शामिल ,1
157,बूम पाय वायरल पोस्ट दाव फ़र्ज़ घट उत्तर प्रदेश नह बल्क कर्नाटक के कोलार जिल ,0
306,भारत-बांग्लादेश के ट्रेन पश्चिम बंगाल के हल्दीबाड़ बांग्लादेश के चिलहट जाएग ,1
603,दिल्ल समेत उत्तर भारत के इलाक प्रदूषण हव घुल ज़हर क्य सिर्फ़ फ़सल पराल ज़िम्मेदार यासरकार इंतज़ाम नाकाफ़ ,1
421,तस्वीर म्यांमार के पहाड़ शहर कलाव जह सब्ज मंड सोशल डिस्टन्सिंग अभ्यास किय ,0
442,दिन भारत राष्ट्रीय राजधा दिल्ल के बॉर्डर बड़ संख्य किसान नए कानून विरोध जुट ,1
164,सिविकस रिपोर्ट कंबोडिय थाईलैंड श्रीलंक वियतनाम ज़िक्र किय गय के हालात ले चिं ज़ाहिर आम लोग बेवजह निश बन गय कठोर यात दी गईं ,1
302,फ़र्ज़ ट्वीट दाव समाजवाद पार्ट यद सत् राम मंदिर निर्माण नह ,0
490,आजतक के टेम्पलेट इस्तेमाल करक बनाय वायरल क्लिप दाव किय गय ब्राह्मण राजपूत नह होग ,0
104,बूम पाय मूल तस्वीर एडिट करक रोहित शर्म मुंबई इंडियंस के रूपांकन बुर्ज ख़लीफ़ लग गय ,0
610,बिहार के साथ-साथ राज्य उपचुनाव भारतीय जन पार्ट अच्छ प्रदर्शन किय 11 राज्य 58 विधानसभ सीट चुनाव के नतीज आ ,1
666,बूम पाय मूल तस्वीर दिल्ल के पुलिस अधिकार नवंबर वकील के झड़प के ख़िलाफ प्रदर्शन ,0
89,प्रधानमंत्र ओल संकेत दिए 14 जनवर नेपाल के विदेश मंत्र प्रदीप ज्ञावल भारत के दौर वो कालापानी-लिपुलेख लिम्पियाधुर के मुद्द उठ इसक हल के वार् ,1
470,नए कृष क़ानून आरएसएस जुड़ संगठन सुधार चाह भारतीय किसान संघ स्वदेश जागरण मंच मान नए कृष क़ानून जिन्ह दुरुस्त किय चाह ,1
233,केंद्र सरकार के कृष क़ानून विरोध रह किसान छह महीन प्रदर्शन तैयार के आए लोग बात यकीन मुश्किल सक किसान आंदोलन महाराष्ट्र छह साल चल ,1
459,भारत ऑस्ट्रेलिय के साम जीत के 162 रन लक्ष्य रख ऑस्ट्रेलिय टीम सिर्फ़ 150 रन बन सक ,1
437,फ़ोट 1985 बर्ट ग्लिन्न द्वार स्टेम सेल ट्रांसप्लांट के पूर्व फ़्रेड हचिंसन कैन्सर सेंटर सीऐटल यूएसए ,0
82,बूम पाय वायरल वीडिय तत्कालीन अर्जेंटी के राष्ट्रपत मारिसिय मैक्र चुनाव प्रचार दिख गय ,0
154,असम नागरिक संशोधन क़ानून ले विरोध-प्रदर्शन शुर पिछल साल 11 दिसंबर क़ानून संसद पारित किय गय ,1
137,भारत दिन कोरो वायरस के ख़िलाफ़ बड़ पैम टीकाकरण शुर तैयार चल रह ,1
41,बूम पाय तस्वीर 1994 नरेंद्र मोद गुजरात के पूर्व मंत्र पुत्र अल्प चपतवाल शाद शामिल ,0
613,सुप्रीम कोर्ट बार एसोसिएशन के अध्यक्ष जत आपत्त कह नागरिक नह लग चाह वो दूसर दर्ज अदालत सवाल उठ सब नह सहमत ,1
44,दूसर शाद हमेश चुपचाप गिनेचु लोग मौजूदग ‘निपटा’ दी क्योंक समाज मान शाद बस बार ,1
458,प्रधानमंत्र नरेंद्र मोद मन बात महाराष्ट्र के किसान बात पढ़ किसान मन बात जान नए कृष क़ानून क्य उनक राय उनक इसस सिर्फ़ फ़ायद नुक़सान ,1
641,ओडिश के मयूरभंज गाय के झुंड विशालकाय हाथ दौड़ दिय ,1
580,बूम पाय वीडिय 8 साल ज़्याद पुर चीन नह फिल्म गय ,0
307,बूम पाय वायरल पोस्ट्स फ़र्ज़ दोन तस्वीर अपराध विकास दुब न उसक हमशक्ल ,0
599,बूम पाय वायरल तस्वीर संदीप लोब दक्षिण कन्नड़ बीजेप आईट सेल के सदस्य न गिरफ़्तार आरोप ,0
747,बिहार के जातिगत समीकरण बात लंब बीजेप हिंद पहचान के आधार वोटर लामबंद लग इसक सोशल इंजीनियरिंग उसक ध्यान रह ,1
193,देख तस्वीर देश दुनिय लोग अंदाज़ मन नए साल जश्न ,1
727,फ़र्ज़ सन्देश दाव यद व्हाट्सएप्प आपक तीन सह के चिन्ह दिख इसक मतलब सरकार एजेंस ,0
360,बूम स्कूल बोर्ड मेंबर ले वाईस चेयरमैन बात पाय दाव फ़र्ज़ ,0
268,फ़ंगस इन्फ़ेक्शन पीड़ित लोग साम चुनौ बड़ ,1
31,आम आदम पार्ट बिधूड़ वीडिय क्लिप शेयर किय इसक वास्तविक लेख ,0
509,हाथरस पुलिस घट सांप्रदायिक कोण इंकार किय ,0
227,बूम पाय टाइम्स ऑफ़ इंडिय न्यूज़18 वीडिय फ़र्ज़ दाव के शेयर किय न्यूज़18 क्लिप हट ,0
163,बूम पाय वायरल पोस्ट दाव फ़र्ज़ घरेल हिंस मामल केरल नह बल्क बांग्लादेश ,0
28,सोशल मीडिय मंदिर तस्वीर के दाव किय रह जबक तस्वीर अयोध्य नह ,0
280,लियोनल मेस 749 मैच खेल चुक औसतन हर 116 मैच गोल दाग़ ,1
63,भारत वैक्सीन सप्ल कार्टून ,1
739,बूम पाय घट रोहतास बिहार जह भीड़ द्वार महिल बच्च चोर समझ लिय गय ,0
418,ख़बर केंद्रीय गृहमंत्र अमित शाह किसान मुलाक़ात के बुल ,1
509,केंद्र सरकार के तीन कृष क़ानून के विरोध किसान संगठन गुरुवार ‘दिल्ल चलो’ मार्च आह्वान किय ,1
409,सवाल उठ रह बरेल हिंद अभिुयुक्त के ख़िलाफ़ नह किय गय जबक मुरादाबाद मुस्लिम अभियुक्त फ़ौरन जेल भेज दिय गय ,1
174,बूम पाय वायरल पोस्ट व्यंग्य वेबसाइट 2018 छप लेख लिय गय ,0
416,भारत तीन मैच के टी-20 सिरीज़ पहल अप नाम लिय ,1
337,आज़ाद के भारत के गणतंत्र दिवस बोरिस जॉनसन मुख्य अतिथ बन वाल दूसर ब्रिटिश प्रधानमंत्र होंग इसस पहल 1993 जॉन मेजर अतिथ बन गय ,1
654,वीडिय दिख गय पुलिस अधिकार महिल थप्पड़ मार रह महिल नाबालिग बलात्कार के विरोध प्रदर्शन ,0
143,सिविकस रिपोर्ट कंबोडिय थाईलैंड श्रीलंक वियतनाम ज़िक्र किय गय के हालात ले चिं ज़ाहिर आम लोग बेवजह निश बन गय कठोर यात दी गईं ,1
541,हमलावर आत्महत्य ली कोतम पुलिस मामल सांप्रदायिक कोण इंकार किय ,0
60,दाव यूज़र्स वीडिय के माध्यम किसान स्थित दर्श कोशिश रह वीडिय हज़ार संख्य शेयर ,0
702,बूम पाय वीडिय फ़र्ज़ वास्तविक अंतिम संस्कार के वीडिय अलग ,0
187,केंद्रीय शिक्ष मंत्र रमेश पोखरियाल निशंक सीबीएसई बोर्ड 10व 12व परीक्ष घोषण ,1
106,चार टेस्ट मैच सिरीज़ दोन टीम एक-एक बराबर सिड क्रिकेट ग्राउंड तीसर टेस्ट मैच खेल रह ,1
310,अमेरिक भारतीय मूल के प्रसिद्ध लेखक बुद्धिजीव फ़रीद ज़करिय ख़ास बातचीत बीबीस संवादद ज़ुबैर अहमद ,1
675,हैदराबाद फिजियोथेरेपिस्ट नोबेल पुरस्कार विजे के निष्कर्ष ग़लत व्याख्य ,0
365,बूम पाय वायरल तस्वीर करीब चार साल पुरा फ़र्रुख़ाबाद उत्तर प्रदेश मंदिर मरम्मत के लिय ,0
525,बूम पाय तस्वीर बचाव अभियान के वीडिय लिय गय जह पुलिस लोग इमारत उतर सहाय रह ,0
426,बूम पाय तस्वीर पुरा कैप्शन असंबंधित इसक कोरोनावायरस महामार सम्बन्ध नह ,0
352,बूम पड़ताल पाय वायरल वीडिय भारत के हैदराबाद शहर नह बल्क पाकिस्तान सिंध के हैदराबाद शहर ,0
511,नए कृष क़ानून के विरोध किसान पंजाब दिल्ल कूच रह कृष मंत्र क्य प्रतिक्रिय दी ,1
410,एमएसप सुनिश्चित के किसान सड़क उसस महज़ छह फ़ीसद किसान फ़ायद ,1
49,भारत हाल वर्ष संयुक्त राष्ट्र सुरक्ष परिषद तीन अलग-अलग कमेट अध्यक्ष अवसर मिल ,1
103,माइकल जैक्सन भारत केवल शो किय क्य शो जुड़ सबस दिलचस्प ,1
654,भारत बड़ आबाद साफ़ पा नसीब नह बड़ तादात लोग बास सेहत ख़राब वाल खा खा दूषित हव सांस ले ऐस जगह रह जह बेहद घन आबाद ,1
479,बूम पाय वीडिय प्रोटेस्ट रैल अज़रबैज़ान पिछल साल ,0
742,पाकिस्तान कभ दूसर धुर-विरोध रह विपक्ष पार्ट इमरान ख़ान सरकार के ख़िलाफ़ लामबंद रह ,1
71,भारत के प्रमुख जनरल एमएम नरवण कह पाकिस्तान चीन मिल भारत के ख़तर पैद सक ,1
447,बूम पत लग सोशल मीडिय फ़र्ज़ दाव पिछल छः साल शेयर किय रह अप छानबीन के खान ,0
515,तस्वीर टर्किश राष्ट्रपत रेसेप तय्यिप एर्डोगन के दिख रह बॉलीवुड अभिने आमिर खान ले सोशल मीडिय ,0
680,बूम जेएमआई के छात्र प्रतिनिध बात पुष्ट छात्र अस्पताल भर् अभ स्थिर ,0
710,केंद्र सरकार ओर लाए तीन नए कृष क़ानून निष्प्रभाव के पंजाब विधानसभ तीन नए कृष विधेयक पारित ,1
559,बूम पाय 36 सीट बीजेप के 2000 मत के अंतर हार दाव वाल पोस्ट चुनाव आयोग के आकड़ ,0
37,बूम पाय वायरल तस्वीर किसान आंदोलन संबंध नह रख बल्क केरल फ़रवर 2020 एंट सीएए प्रदर्शन ,0
738,ओपइंडिय माइ नेशन ग़लत ख़बर दी रूस राष्ट्रपत व्लादिमीर पुतिन नरेंद्र मोद 2020 तमिलनाड दौर ,0
723,केरल कोरो पहल मामल जनवर साम आय ,1
672,दिल्ल पुलिस बूम पुष्ट तस्वीर दिख दे वाल शख़्स दिल्ल पुलिस के सिपाह अरविंद कुमार ,0
292,पाकिस्तान के पूर्व क्रिकेटर शोएब अख़्तर भारतीय टीम ले वीडिय जार किय ,1
723,बूम पाय तस्वीर 2013 नाटक ड्रॉइंग द लाइन भारत के विभाजन आधारित ,0
365,मुंबई पुलिस रविवार रिपब्लिक टीव के सीईओ विकास खनचंदा कथित टीआरप स्कैम के संबंध गिरफ़्तार किय ,1
142,बूम पाय शहीद-ए-आज़म भगत सिंह चार तस्वीर मिल वायरल तस्वीर उनम नह ,0
604,धर्मांतरण विरोध क़ानून हरियाण सरकार हिमाचल प्रदेश लाग क़ानून जानकार मांग रह ,1
198,रमेश पोखरियाल निशंक गुरुवार 31 दिसंबर दसव बारहव बोर्ड परीक्ष तारीख़ ऐलान किय ,1
439,गूगल आरोप लग रह वो भारतीय बाज़ार अप प्रभुत्व दुरुपयोग रह जानकार के मुताबिक इसस भारतीय इंटरनेट उद्योग गंभीर असर पड़ सक ,1
297,साल 1971 के युद्ध के अमेरिक युद्ध विराम स्वीकार के भारत दबाव बढ़ के अप सातव बेड़ बंगाल खाड़ भेज ,1
372,बूम 50 सेकंड लम्ब असल वीडिय ढूंढ निकाल जिसम जय श्र राम के नार सु सक ,0
333,बूम पाय तस्वीर हैंडओवर समारोह दक्षिण कोरिय कोरिय युद्ध लड़ वाल ची सैनिक के ,0
36,हालांक बिहार के राजगीर शीश पुल बन ज़रूर वायरल तस्वीर ब्रिज नह ,0
662,बूम पाय बच्चन ट्वीट 2012 दिल्ल सामूहिक बलात्कार के छात्र प्रदर्शनकार कार्रव के बार ,0
